s_date,time,receipt_no,member_code,member_type,product_code,unit,quan,price,netextvat,nettotal,r_vatamt,unitcost,totalcost
30 04 2020,11:17:05,59528,10548,2,2.99E+12,PK,30,90,2700,2700,0,72,2160
30 04 2020,11:17:38,59528,10548,2,2.99E+12,PK,50,75,3750,3750,0,72,3600
30 04 2020,11:17:42,59528,10548,2,2.99E+12,PK,50,69,3450,3450,0,72,3600
30 04 2020,11:19:04,59529,,,8.86E+12,PK,2,68,136,136,0,57.933,115.87
30 04 2020,11:20:17,59530,10519,2,8.86E+12,PK,3,445,1335,1335,0,376.51,1129.53
30 04 2020,11:20:28,59530,10519,2,8.86E+12,PK,5,180,841.12,900,58.88,141.1213,705.61
30 04 2020,11:21:01,59530,10519,2,8.86E+12,PK,3,135,405,405,0,110.4427,331.33
30 04 2020,11:20:44,59530,10519,2,8.86E+12,PK,10,100,1000,1000,0,99.7234,997.23
30 04 2020,11:22:04,59531,10520,2,8.86E+12,PK,4,445,1780,1780,0,376.51,1506.04
30 04 2020,11:22:16,59531,10520,2,8.85E+12,PK,5,185,864.49,925,60.51,142.0561,710.28
30 04 2020,11:23:14,59532,10596,2,1.83E+12,PK,12.6,90,1134,1134,0,79.9874,1007.84
30 04 2020,11:23:21,59532,10596,2,1.83E+12,PK,2.62,90,235.75,235.75,0,80.2012,210.13
30 04 2020,11:35:46,59533,10609,2,8.85E+12,PK,4,75,280.37,300,19.63,53.138,212.55
30 04 2020,11:36:15,59533,10609,2,8.86E+12,PK,3,135,405,405,0,99.7234,299.17
30 04 2020,11:36:19,59533,10609,2,8.86E+12,KG,3,130,390,390,0,106,318
30 04 2020,11:36:25,59533,10609,2,8.86E+12,PK,1,95,95,95,0,69,69
30 04 2020,11:37:01,59533,10609,2,8.86E+12,PK,4,45,180,180,0,35,140
30 04 2020,11:40:55,59534,,,8.86E+12,PK,3.88,145,562.5,562.5,0,101.9998,395.76
30 04 2020,11:40:59,59534,,,8.86E+12,PK,1,430,430,430,0,376.5893,376.59
30 04 2020,11:42:35,59535,,,8.86E+12,PK,23.08,68,1569.5,1569.5,0,55,1269.4
30 04 2020,11:43:15,59536,10550,2,8.86E+12,PK,5,25,125,125,0,14,70
30 04 2020,11:43:20,59536,10550,2,8.86E+12,PK,9.27,65,602.5,602.5,0,60.9996,565.47
30 04 2020,11:44:00,59536,10550,2,8.86E+12,PK,38.35,68,2607.75,2607.75,0,55,2109.25
30 04 2020,11:45:13,59537,10575,2,8.86E+12,PK,10,38,380,380,0,28.3687,283.69
30 04 2020,11:45:20,59537,10575,2,8.85E+12,PK,1,120,112.15,120,7.85,83.4764,83.48
30 04 2020,11:45:23,59537,10575,2,8.85E+12,PK,1,165,154.21,165,10.79,104.7665,104.77
30 04 2020,11:45:31,59537,10575,2,1.71E+12,PK,1,115,107.48,115,7.52,77.57,77.57
30 04 2020,11:45:35,59537,10575,2,8.85E+12,PK,1,165,154.21,165,10.79,113.6447,113.64
30 04 2020,11:45:37,59537,10575,2,8.85E+12,PK,1,120,112.14,120,7.86,83.4577,83.46
30 04 2020,12:21:42,59538,,,8.85E+12,PK,1,190,177.57,190,12.43,142.0561,142.06
30 04 2020,12:21:52,59538,,,8.85E+12,PK,1,120,112.15,120,7.85,85.2333,85.23
30 04 2020,12:21:56,59538,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
30 04 2020,12:22:22,59538,,,8.86E+12,PK,1,120,112.15,120,7.85,96.1112,96.11
30 04 2020,12:23:20,59539,,,8.85E+12,PK,1,165,154.21,165,10.79,104.7665,104.77
30 04 2020,12:23:21,59539,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
30 04 2020,12:23:59,59540,,,8.85E+12,PK,1,165,154.21,165,10.79,104.7665,104.77
30 04 2020,12:23:55,59540,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
30 04 2020,12:24:40,59541,,,8.85E+12,PK,1,165,154.21,165,10.79,104.7665,104.77
30 04 2020,12:24:41,59541,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
30 04 2020,12:24:43,59541,,,8.85E+12,PK,1,165,154.2,165,10.8,112.9881,112.99
30 04 2020,12:25:29,59542,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
30 04 2020,12:25:30,59542,,,8.85E+12,PK,1,165,154.21,165,10.79,104.7665,104.77
30 04 2020,12:27:45,59543,10582,2,8.86E+12,PK,6,145,870,870,0,92,552
30 04 2020,12:27:49,59543,10582,2,8.86E+12,PK,6,165,990,990,0,109,654
30 04 2020,12:27:54,59543,10582,2,8.86E+12,PK,2,155,310,310,0,109,218
30 04 2020,12:28:51,59544,10625,1,8.85E+12,PK,2,190,355.14,380,24.86,142.0561,284.11
30 04 2020,12:28:52,59544,10625,1,8.85E+12,PK,2,220,411.21,440,28.79,166.0633,332.13
30 04 2020,12:28:53,59544,10625,1,8.85E+12,PK,2,125,233.65,250,16.35,93.6695,187.34
30 04 2020,12:28:59,59544,10625,1,8.86E+12,PK,2,379,758,758,0,304.455,608.91
30 04 2020,12:29:03,59544,10625,1,8.86E+12,PK,2,155,310,310,0,109,218
30 04 2020,13:01:26,59545,,,5.99E+12,ตัว,20,70,1308.41,1400,91.59,59,1180
30 04 2020,13:16:28,59546,10575,2,8.86E+12,PK,8,38,304,304,0,28.3687,226.95
30 04 2020,13:16:46,59546,10575,2,8.85E+12,PK,1,120,112.15,120,7.85,83.4764,83.48
30 04 2020,13:16:47,59546,10575,2,8.85E+12,PK,1,165,154.21,165,10.79,104.7665,104.77
30 04 2020,13:16:55,59546,10575,2,1.71E+12,PK,1,115,107.48,115,7.52,77.57,77.57
30 04 2020,13:17:01,59546,10575,2,8.85E+12,PK,1,165,154.21,165,10.79,113.6447,113.64
30 04 2020,13:17:02,59546,10575,2,8.85E+12,PK,1,120,112.14,120,7.86,83.4577,83.46
30 04 2020,13:26:17,59547,,,8.86E+12,PK,1,102,102,102,0,78.048,78.05
30 04 2020,13:27:08,59547,,,8.85E+12,PK,1,125,116.82,125,8.18,93.6695,93.67
30 04 2020,13:28:49,59548,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
30 04 2020,13:33:13,59549,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4764,83.48
30 04 2020,13:35:41,59550,,,8.86E+12,PK,1,135,135,135,0,99.7234,99.72
30 04 2020,13:35:45,59550,,,8.86E+12,PK,1,105,105,105,0,90,90
30 04 2020,14:08:57,59551,,,2.99E+12,PK,50,84,4200,4200,0,72,3600
30 04 2020,14:09:00,59551,,,2.99E+12,PK,20,78,1560,1560,0,72,1440
30 04 2020,14:09:07,59551,,,2.99E+12,PK,50,72,3600,3600,0,72,3600
30 04 2020,14:09:36,59552,10618,2,2.99E+12,PK,10,99,990,990,0,72,720
30 04 2020,14:09:40,59552,10618,2,2.99E+12,PK,30,75,2250,2250,0,72,2160
30 04 2020,14:10:32,59552,10618,2,2.99E+12,PK,30,69,2070,2070,0,72,2160
30 04 2020,14:11:28,59553,10618,2,2.99E+12,PK,10,99,990,990,0,72,720
30 04 2020,14:13:09,59553,10618,2,2.99E+12,PK,80,84,6720,6720,0,72,5760
30 04 2020,14:11:37,59553,10618,2,2.99E+12,PK,70,69,4830,4830,0,72,5040
30 04 2020,14:11:44,59553,10618,2,2.99E+12,PK,20,66,1320,1320,0,72,1440
30 04 2020,14:14:20,59554,10601,2,2.99E+12,PK,50,78,3900,3900,0,72,3600
30 04 2020,14:14:59,59555,,,8.86E+12,KG,1,139,129.91,139,9.09,117,117
30 04 2020,14:16:14,59556,10603,4,2.99E+12,PK,50,99,4950,4950,0,72,3600
30 04 2020,14:16:17,59556,10603,4,2.99E+12,PK,100,90,9000,9000,0,72,7200
30 04 2020,14:17:11,59556,10603,4,2.99E+12,PK,50,81,4050,4050,0,72,3600
30 04 2020,14:17:17,59556,10603,4,2.99E+12,PK,100,75,7500,7500,0,72,7200
30 04 2020,14:17:19,59556,10603,4,2.99E+12,PK,100,69,6900,6900,0,72,7200
30 04 2020,15:22:16,59557,10593,2,1.83E+12,PK,5.4,90,486,486,0,80.2012,433.09
30 04 2020,15:36:00,59558,,,8.86E+12,PK,2,160,299.07,320,20.93,117.7572,235.51
30 04 2020,15:38:42,59559,10521,2,8.86E+12,PK,1,430,430,430,0,376.5893,376.59
30 04 2020,15:46:28,59560,,,8.86E+12,PK,1,75,75,75,0,42,42
30 04 2020,15:54:48,59561,,,8.86E+12,PK,2,70,140,140,0,47.0328,94.07
30 04 2020,16:10:59,59562,10610,2,8.86E+12,KG,100,32,3200,3200,0,21.5126,2151.26
30 04 2020,16:34:14,59563,,,8.86E+12,PK,1,155,155,155,0,106,106
30 04 2020,16:34:55,59563,,,8.86E+12,PK,1,135,135,135,0,92,92
30 04 2020,16:35:11,59563,,,8.86E+12,PK,2,140,280,280,0,104,208
30 04 2020,16:35:25,59563,,,8.86E+12,PK,1,140,140,140,0,99.7234,99.72
30 04 2020,16:36:08,59563,,,8.86E+12,KG,127.21,37,4706.75,4706.75,0,16,2035.36
30 04 2020,16:36:34,59563,,,8.86E+12,PK,2,75,150,150,0,66,132
30 04 2020,16:37:08,59563,,,8.86E+12,PK,3,125,375,375,0,72,216
30 04 2020,16:46:19,59564,,,8.86E+12,PK,1,20,20,20,0,12.3439,12.34
30 04 2020,16:46:22,59564,,,8.86E+12,PK,1,102,102,102,0,78.048,78.05
30 04 2020,16:51:13,59565,,,8.86E+12,PK,1,270,252.34,270,17.66,196.26,196.26
30 04 2020,16:51:24,59565,,,8.86E+12,PK,1,140,140,140,0,99.7234,99.72
30 04 2020,16:51:38,59565,,,8.86E+12,PK,3,165,495,495,0,109,327
30 04 2020,16:54:25,59566,10605,4,8.86E+12,PK,50,65,3250,3250,0,42,2100
30 04 2020,17:07:00,59567,,,8.86E+12,PK,2,126,235.51,252,16.49,96.2617,192.52
30 04 2020,17:07:09,59567,,,1.71E+12,PK,2,115,214.95,230,15.05,77.57,155.14
30 04 2020,17:07:13,59567,,,8.86E+12,PK,2,190,355.15,380,24.85,141.1213,282.24
30 04 2020,17:09:40,59568,,,8.86E+12,PK,12.9,125,1612.5,1612.5,0,106,1367.4
30 04 2020,17:08:06,59568,,,8.86E+12,PK,32,75,2400,2400,0,69,2208
30 04 2020,17:08:12,59568,,,8.86E+12,PK,3,385,1155,1155,0,376.5,1129.5
30 04 2020,17:12:59,59569,,,8.86E+12,PK,3,75,225,225,0,64.1741,192.52
30 04 2020,17:11:19,59569,,,8.86E+12,PK,5,95,475,475,0,89.0395,445.2
30 04 2020,17:15:08,59570,,,8.86E+12,PK,1,68,68,68,0,54.5871,54.59
30 04 2020,17:15:09,59570,,,8.86E+12,PK,1,68,68,68,0,57.933,57.93
30 04 2020,17:16:04,59571,,,8.86E+12,PK,4,81,324,324,0,78.0322,312.13
30 04 2020,17:24:52,59572,,,8.86E+12,PK,1,130,130,130,0,99,99
30 04 2020,17:24:56,59572,,,8.86E+12,PK,5,48,240,240,0,30,150
30 04 2020,17:25:44,59573,,,8.86E+12,PK,1,68,68,68,0,54.5871,54.59
30 04 2020,17:31:46,59574,,,8.86E+12,PK,12.9,125,1612.5,1612.5,0,106,1367.4
30 04 2020,17:31:54,59574,,,8.86E+12,PK,32,75,2400,2400,0,69,2208
30 04 2020,17:31:58,59574,,,8.86E+12,PK,3,415,1245,1245,0,376.5893,1129.77
30 04 2020,17:45:37,59575,,,8.86E+12,PK,1,68,68,68,0,54.5871,54.59
02 05 2020,07:45:15,59576,,,8.86E+12,PK,1,102,102,102,0,78.0213,78.02
02 05 2020,07:53:45,59577,,,8.86E+12,KG,1,140,140,140,0,106,106
02 05 2020,08:19:09,59578,,,8.86E+12,PK,1,165,165,165,0,109,109
02 05 2020,08:30:42,59579,10625,1,8.86E+12,PK,1,430,430,430,0,376.5423,376.54
02 05 2020,08:42:33,59580,10591,2,8.86E+12,PK,30,15,450,450,0,8.9433,268.3
02 05 2020,08:42:41,59580,10591,2,8.86E+12,PK,2,68,136,136,0,57.933,115.87
02 05 2020,08:47:23,59581,10587,2,8.86E+12,KG,5,130,650,650,0,106,530
02 05 2020,08:57:11,59582,,,8.86E+12,PK,1,102,102,102,0,78.0213,78.02
02 05 2020,08:57:16,59582,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
02 05 2020,09:04:11,59583,10613,1,8.85E+12,PK,12,75,841.12,900,58.88,53.138,637.66
02 05 2020,09:04:27,59583,10613,1,8.86E+12,PK,1,155,155,155,0,136,136
02 05 2020,09:05:34,59584,,,8.86E+12,PK,10,105,1050,1050,0,99.3791,993.79
02 05 2020,09:06:22,59585,,,3.01E+12,KG,2,155,310,310,0,109.0553,218.11
02 05 2020,09:06:28,59585,,,8.86E+12,PK,2,130,260,260,0,92,184
02 05 2020,09:07:31,59586,,,8.86E+12,PK,40,45,1800,1800,0,30,1200
02 05 2020,09:08:14,59587,,,8.86E+12,KG,30,32,960,960,0,21.5126,645.38
02 05 2020,09:08:35,59587,,,8.86E+12,PK,50,58,2900,2900,0,52.9086,2645.43
02 05 2020,09:08:42,59587,,,8.86E+12,PK,20,15,300,300,0,8.9433,178.87
02 05 2020,09:10:32,59588,10520,2,8.86E+12,PK,1,460,460,460,0,376.5009,376.5
02 05 2020,09:10:10,59588,10520,2,8.86E+12,PK,5,90,450,450,0,78.0063,390.03
02 05 2020,09:10:21,59588,10520,2,8.85E+12,PK,5,205,957.94,1025,67.06,166.0633,830.32
02 05 2020,09:11:46,59589,10504,2,8.86E+12,PK,10,48,480,480,0,30,300
02 05 2020,09:11:52,59589,10504,2,8.86E+12,PK,2,430,860,860,0,376.5423,753.08
02 05 2020,09:11:57,59589,10504,2,8.86E+12,PK,10,100,1000,1000,0,92,920
02 05 2020,09:12:06,59589,10504,2,8.86E+12,PK,10.86,195,2117.75,2117.75,0,150,1629
02 05 2020,09:12:12,59589,10504,2,8.85E+12,PK,3,115,322.43,345,22.57,83.4764,250.43
02 05 2020,09:12:15,59589,10504,2,8.85E+12,PK,1,190,177.57,190,12.43,142.0561,142.06
02 05 2020,09:12:22,59589,10504,2,8.86E+12,PK,3,180,504.67,540,35.33,141.1213,423.36
02 05 2020,09:14:07,59590,10563,1,8.86E+12,PK,15,45,675,675,0,30,450
02 05 2020,09:15:18,59591,10573,2,8.86E+12,PK,5,125,625,625,0,92,460
02 05 2020,09:25:03,59592,,,8.86E+12,PK,1,250,250,250,0,165,165
02 05 2020,09:25:06,59592,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
02 05 2020,09:27:25,59593,10573,2,8.86E+12,PK,5.12,145,742.5,742.5,0,101.9998,522.24
02 05 2020,09:27:29,59593,10573,2,8.86E+12,PK,5,125,625,625,0,92,460
02 05 2020,09:27:33,59593,10573,2,8.86E+12,PK,3,93,279,279,0,78.0063,234.02
02 05 2020,09:41:37,59594,,,8.85E+12,PK,1,165,154.21,165,10.79,113.6447,113.64
02 05 2020,09:41:38,59594,,,8.85E+12,PK,1,220,205.6,220,14.4,166.0633,166.06
02 05 2020,09:42:18,59595,10583,2,8.86E+12,KG,7.28,68,495,495,0,55,400.4
02 05 2020,09:43:20,59596,10626,2,8.86E+12,ก้อน,10,3.75,37.5,37.5,0,2.0951,20.95
02 05 2020,09:43:24,59596,10626,2,8.86E+12,PK,2,68,136,136,0,54.5908,109.18
02 05 2020,09:44:13,59597,10581,2,8.86E+12,PK,25,45,1125,1125,0,30,750
02 05 2020,09:44:17,59597,10581,2,8.86E+12,PK,6,130,780,780,0,92,552
02 05 2020,09:55:17,59598,,,8.86E+12,PK,1,165,165,165,0,109,109
02 05 2020,09:55:18,59598,,,8.86E+12,PK,2,150,300,300,0,92,184
02 05 2020,10:13:51,59599,,,8.86E+12,PK,1,130,130,130,0,92,92
02 05 2020,10:14:11,59599,,,8.86E+12,PK,1,155,155,155,0,136,136
02 05 2020,10:17:17,59600,10536,1,8.86E+12,PK,2,135,270,270,0,99.3791,198.76
02 05 2020,10:17:19,59600,10536,1,8.86E+12,PK,1,112,112,112,0,106.8684,106.87
02 05 2020,10:17:20,59600,10536,1,8.86E+12,PK,1,102,102,102,0,78.0213,78.02
02 05 2020,10:35:54,59601,,,8.86E+12,KG,3,130,390,390,0,106,318
02 05 2020,11:04:21,59602,,,8.86E+12,PK,1,126,117.76,126,8.24,96.2617,96.26
02 05 2020,11:04:28,59602,,,8.85E+12,PK,2,120,224.3,240,15.7,83.4764,166.95
02 05 2020,11:21:03,59603,10584,2,8.86E+12,PK,17.55,65,1140.75,1140.75,0,60.9996,1070.54
02 05 2020,11:21:16,59603,10584,2,8.86E+12,PK,2,20,40,40,0,12.0161,24.03
02 05 2020,11:22:20,59603,10584,2,8.86E+12,PK,10,58,580,580,0,52.9086,529.09
02 05 2020,11:23:24,59603,10584,2,8.86E+12,PK,12.1,68,822.75,822.75,0,55,665.5
02 05 2020,11:24:35,59604,10550,2,8.86E+12,PK,5,25,125,125,0,14,70
02 05 2020,11:24:49,59604,10550,2,8.86E+12,KG,24.23,68,1647.75,1647.75,0,55,1332.65
02 05 2020,11:25:00,59604,10550,2,8.86E+12,PK,25.2,65,1638,1638,0,60.9996,1537.19
02 05 2020,11:27:30,59605,10590,2,8.86E+12,PK,15,45,675,675,0,30,450
02 05 2020,11:27:37,59605,10590,2,8.86E+12,PK,1,78,78,78,0,64.1741,64.17
02 05 2020,11:27:44,59605,10590,2,8.86E+12,PK,2,112,224,224,0,106.8684,213.74
02 05 2020,11:29:50,59605,10590,2,8.86E+12,ก้อน,10,3.75,37.5,37.5,0,2.0951,20.95
02 05 2020,11:28:00,59605,10590,2,8.86E+12,PK,3,135,405,405,0,99.3791,298.14
02 05 2020,11:31:25,59606,,,5.99E+12,ตัว,20,70,1308.41,1400,91.59,59,1180
02 05 2020,11:32:23,59606,,,8.86E+12,PK,2,190,380,380,0,165,330
02 05 2020,11:34:30,59607,,,8.86E+12,PK,6,62,372,372,0,55.0416,330.25
02 05 2020,11:35:12,59608,,,8.86E+12,PK,3,90,270,270,0,69,207
02 05 2020,11:35:18,59608,,,8.86E+12,PK,7,140,980,980,0,104,728
02 05 2020,11:37:15,59609,10505,2,8.86E+12,PK,60,45,2700,2700,0,30,1800
02 05 2020,11:37:21,59609,10505,2,8.86E+12,PK,70,100,7000,7000,0,99.3791,6956.54
02 05 2020,11:37:28,59609,10505,2,8.86E+12,PK,3,385,1155,1155,0,376.5,1129.5
02 05 2020,12:11:13,59610,,,8.86E+12,PK,2,140,280,280,0,104,208
02 05 2020,12:13:29,59611,10584,2,8.86E+12,PK,17.55,65,1140.75,1140.75,0,60.9996,1070.54
02 05 2020,12:13:31,59611,10584,2,8.86E+12,PK,2,20,40,40,0,12.0161,24.03
02 05 2020,12:13:36,59611,10584,2,8.86E+12,PK,10,58,580,580,0,52.9086,529.09
02 05 2020,12:32:59,59612,,,8.86E+12,PK,20,102,2040,2040,0,72,1440
02 05 2020,12:33:59,59613,,,2.99E+12,PK,10,99,990,990,0,72,720
02 05 2020,12:34:03,59613,,,2.99E+12,PK,20,90,1800,1800,0,72,1440
02 05 2020,12:34:05,59613,,,2.99E+12,PK,20,84,1680,1680,0,72,1440
02 05 2020,12:34:07,59613,,,2.99E+12,PK,20,72,1440,1440,0,72,1440
02 05 2020,12:35:19,59614,10614,2,2.99E+12,PK,10,99,990,990,0,72,720
02 05 2020,12:35:21,59614,10614,2,2.99E+12,PK,20,90,1800,1800,0,72,1440
02 05 2020,12:35:22,59614,10614,2,2.99E+12,PK,20,84,1680,1680,0,72,1440
02 05 2020,12:35:24,59614,10614,2,2.99E+12,PK,20,78,1560,1560,0,72,1440
02 05 2020,12:37:01,59615,10518,4,2.99E+12,PK,10,99,990,990,0,72,720
02 05 2020,12:37:05,59615,10518,4,2.99E+12,PK,30,84,2520,2520,0,72,2160
02 05 2020,12:37:06,59615,10518,4,2.99E+12,PK,20,78,1560,1560,0,72,1440
02 05 2020,12:37:09,59615,10518,4,2.99E+12,PK,20,72,1440,1440,0,72,1440
02 05 2020,12:42:32,59616,10548,2,2.99E+12,PK,20,99,1980,1980,0,72,1440
02 05 2020,12:42:34,59616,10548,2,2.99E+12,PK,50,90,4500,4500,0,72,3600
02 05 2020,12:43:31,59616,10548,2,2.99E+12,PK,30,75,2250,2250,0,72,2160
02 05 2020,12:43:35,59616,10548,2,2.99E+12,PK,50,69,3450,3450,0,72,3600
02 05 2020,12:43:36,59616,10548,2,2.99E+12,PK,10,66,660,660,0,72,720
02 05 2020,12:45:24,59617,,,8.86E+12,PK,24.22,68,1647,1647,0,55,1332.1
02 05 2020,13:08:01,59618,,,8.86E+12,PK,4,16,64,64,0,12.0161,48.06
02 05 2020,13:08:08,59618,,,8.85E+12,PK,1,125,116.82,125,8.18,93.6695,93.67
02 05 2020,13:08:10,59618,,,8.85E+12,PK,1,70,65.42,70,4.58,55.8936,55.89
02 05 2020,13:24:20,59619,,,8.86E+12,PK,1,38,38,38,0,28.6087,28.61
02 05 2020,13:25:45,59620,10601,2,2.99E+12,PK,50,78,3900,3900,0,72,3600
02 05 2020,13:27:49,59621,10603,4,2.99E+12,PK,50,99,4950,4950,0,72,3600
02 05 2020,13:27:55,59621,10603,4,2.99E+12,PK,50,81,4050,4050,0,72,3600
02 05 2020,13:28:06,59621,10603,4,2.99E+12,PK,100,75,7500,7500,0,72,7200
02 05 2020,13:37:24,59622,,,8.86E+12,PK,2,460,920,920,0,376.5009,753
02 05 2020,13:45:54,59623,,,8.86E+12,PK,1,98,98,98,0,89.0395,89.04
02 05 2020,13:45:56,59623,,,8.86E+12,PK,1,68,68,68,0,54.5908,54.59
02 05 2020,13:58:43,59624,10582,2,8.86E+12,PK,1,93,93,93,0,78.0063,78.01
02 05 2020,13:58:50,59624,10582,2,8.86E+12,PK,2,165,330,330,0,109,218
02 05 2020,13:58:51,59624,10582,2,8.86E+12,PK,2,150,300,300,0,92,184
02 05 2020,13:58:52,59624,10582,2,8.86E+12,PK,2,155,310,310,0,109,218
02 05 2020,14:01:26,59625,8141,1,8.86E+12,PK,1,70,70,70,0,46.1452,46.15
02 05 2020,14:01:34,59625,8141,1,8.85E+12,PK,1,125,116.82,125,8.18,93.6695,93.67
02 05 2020,14:01:47,59625,8141,1,8.85E+12,PK,1,120,112.15,120,7.85,85.2333,85.23
02 05 2020,14:01:57,59625,8141,1,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
02 05 2020,14:02:13,59625,8141,1,8.86E+12,PK,2,250,500,500,0,165,330
02 05 2020,14:02:36,59625,8141,1,8.86E+12,KG,0.77,168,120.79,129.25,8.46,126,97.02
02 05 2020,14:02:46,59625,8141,1,8.86E+12,PK,1,130,130,130,0,92,92
02 05 2020,14:02:52,59625,8141,1,8.86E+12,PK,3,87,261,261,0,78.0257,234.08
02 05 2020,14:03:11,59625,8141,1,8.85E+12,ถุง,1,25,23.36,25,1.64,18.5586,18.56
02 05 2020,14:03:15,59625,8141,1,8.85E+12,ถุง,1,27,25.23,27,1.77,18.9016,18.9
02 05 2020,14:03:31,59625,8141,1,5.99E+12,ตัว,5,70,327.1,350,22.9,59,295
02 05 2020,14:04:18,59625,8141,1,8.85E+12,PK,1,120,112.17,120,7.83,83.4764,83.48
02 05 2020,14:26:35,59626,10618,2,2.99E+12,PK,10,99,990,990,0,72,720
02 05 2020,14:26:41,59626,10618,2,2.99E+12,PK,50,81,4050,4050,0,72,3600
02 05 2020,14:27:31,59626,10618,2,2.99E+12,PK,30,75,2250,2250,0,72,2160
02 05 2020,14:27:36,59626,10618,2,2.99E+12,PK,70,69,4830,4830,0,72,5040
02 05 2020,14:30:46,59627,,,8.86E+12,PK,1,400,400,400,0,376.5,376.5
02 05 2020,14:30:47,59627,,,8.86E+12,PK,2,81,162,162,0,78.0322,156.06
02 05 2020,14:34:28,59628,,,8.86E+12,PK,1,87,87,87,0,78.0257,78.03
02 05 2020,14:34:31,59628,,,8.86E+12,PK,1,165,165,165,0,109,109
02 05 2020,14:39:31,59629,10597,2,8.86E+12,KG,4,130,520,520,0,106,424
02 05 2020,14:40:37,59630,,,8.86E+12,KG,6,130,780,780,0,106,636
02 05 2020,14:42:10,59631,10596,2,1.83E+12,PK,7.77,90,699.25,699.25,0,79.9913,621.53
02 05 2020,14:44:09,59632,,,8.86E+12,PK,8,145,1160,1160,0,92,736
02 05 2020,14:55:04,59633,10581,2,8.86E+12,PK,25,45,1125,1125,0,30,750
02 05 2020,14:55:08,59633,10581,2,8.86E+12,PK,6,125,750,750,0,92,552
02 05 2020,14:56:38,59634,10618,2,2.99E+12,PK,20,75,1500,1500,0,72,1440
02 05 2020,15:17:36,59635,,,8.86E+12,PK,2,112,224,224,0,106.8684,213.74
02 05 2020,15:34:27,59636,,,8.86E+12,PK,1,460,460,460,0,376.5009,376.5
02 05 2020,15:44:34,59637,10610,2,8.86E+12,KG,120,32,3840,3840,0,21.5126,2581.51
02 05 2020,16:03:38,59638,,,8.86E+12,PK,1,40,40,40,0,28.3125,28.31
02 05 2020,16:03:41,59638,,,8.86E+12,PK,1,130,130,130,0,92,92
02 05 2020,16:03:45,59638,,,8.86E+12,PK,1,140,140,140,0,104,104
02 05 2020,16:06:52,59639,,,8.86E+12,KG,5,135,630.84,675,44.16,117,585
02 05 2020,16:19:26,59639,,,8.86E+12,PK,2,140,280,280,0,104,208
02 05 2020,16:19:36,59639,,,8.86E+12,PK,1,126,117.76,126,8.24,96.2617,96.26
02 05 2020,16:19:42,59639,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4577,83.46
02 05 2020,16:19:46,59639,,,8.85E+12,PK,1,120,112.15,120,7.85,85.2333,85.23
02 05 2020,16:20:34,59639,,,8.86E+12,PK,1,135,126.17,135,8.83,98.1038,98.1
02 05 2020,16:24:53,59640,,,8.86E+12,PK,1,102,102,102,0,78.0213,78.02
02 05 2020,16:36:12,59641,10605,4,8.86E+12,PK,50,65,3250,3250,0,42,2100
02 05 2020,16:45:29,59642,,,8.86E+12,PK,1,81,81,81,0,78.0322,78.03
02 05 2020,16:48:17,59642,,,8.86E+12,PK,1,102,102,102,0,78.0213,78.02
02 05 2020,16:54:36,59643,,,8.86E+12,PK,1,102,102,102,0,78.0213,78.02
02 05 2020,16:56:50,59644,10565,2,8.86E+12,PK,5,145,725,725,0,92,460
02 05 2020,16:57:00,59644,10565,2,3.01E+12,KG,10,140,1400,1400,0,109.0553,1090.55
02 05 2020,16:57:06,59644,10565,2,8.86E+12,PK,5,65,325,325,0,54.5908,272.95
02 05 2020,17:04:11,59645,10593,2,1.83E+12,PK,7.87,90,708.25,708.25,0,80.1496,630.78
02 05 2020,17:04:13,59645,10593,2,8.86E+12,PK,2,135,270,270,0,99.3791,198.76
02 05 2020,17:04:21,59645,10593,2,8.86E+12,PK,2,68,136,136,0,54.5908,109.18
02 05 2020,17:05:45,59646,,,8.86E+12,PK,1,140,140,140,0,104,104
02 05 2020,17:05:48,59646,,,8.86E+12,PK,1,165,165,165,0,109,109
02 05 2020,17:34:17,59647,,,8.85E+12,PK,1,70,65.42,70,4.58,55.8936,55.89
02 05 2020,17:34:20,59647,,,8.86E+12,PK,1,135,126.17,135,8.83,98.1038,98.1
02 05 2020,17:38:20,59648,,,8.86E+12,PK,1,109,109,109,0,83,83
02 05 2020,17:38:27,59648,,,8.86E+12,PK,1,140,140,140,0,104,104
02 05 2020,17:39:49,59649,,,8.85E+12,PK,1,135,126.17,135,8.83,91.888,91.89
02 05 2020,17:39:50,59649,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4764,83.48
02 05 2020,17:39:52,59649,,,8.85E+12,PK,1,125,116.82,125,8.18,93.6695,93.67
